sentence,predicted,correct_label
To people like JK Rowling I have a serious question. . . Where are all of these hypothetical bathroom attacks from trans women?,1,0.0
"Correction: It is WORLD Prematurity Day. Women w/ increased risk: low income, African American OR birthing b4 17 yrs old or after 35 yo",1,0.0
"The rules for playing basketball in North Korea are different. Slam dunks are three points, ""nothing but net"" shots are four points and teams lose points when they miss free throws.",1,0.0
"When it's time to act and you're all alone with your back against the wall, the only voice that matters is the one in your head.",1,0.0
Are we still taking mental health seriously in the black community? Or have we slacked off because there's no current media driven crisis?,1,0.0
Whats the best and worst job you had? Auntie Red Tweet Tea,1,0.0
There are about ten states with laws that prohibit registered sex offenders from handing out candy or having Halloween lawn decorations on October 31st.,1,0.0
"But you wake up one day and you look around... and you dont recognize anything, not anything at all.",1,0.0
How many different descriptions do black folks have for describing someone's skin shade/tone? Quote this tweet and tell us!,1,0.0
"Black people are trendsetters. Big tobacco has used the black panthers, women's lib, hip-hop, our celebrities to sell. Don't let 'em use us.",1,0.0
People just oughta stop being so awful to each other.,1,0.0
"I don’t care how many times I see it, I will NEVER comprehend the fact that people have to use GoFundMe for medical bills in this country.",1,0.0
"Arizona: ""There will be people lining up for you."" Callie: ""You wanna give me some names?"" Arizona: ""I think you'll know.""",1,0.0
"The way you make a woman feel good when she's around you, is by being relaxed, saying what you're actually thinking and having fun with her.",1,0.0
People of all pronouns are hot.,1,0.0
Imagine how lame drag and Drag Race would be without the contributions of trans performers.,1,0.0
if she's old enough to bleed she's old enough to have decisions about her healthcare be in the hands of old white men,1,0.0
What advice would you give a step-parent stepping into their role for the first time? Auntie Red Tweet Tea,1,0.0
I scroll through twitter endlessly looking for something good or entertaining the same way I used to channels on the old TV set top box.,1,0.0
Mental health Myth or Fact: People with mental health problems can snap out of it if they try hard enough? NMMHAM What r other MH myths?,1,0.0
I never realized how easy and undemanding having one child was until we added a second child.,1,0.0
"""Latchkey incontinence"" is the phenomenon where the closer you get to a bathroom, the more you need to go. It's also referred to as Key-in-Lock Syndrome.",1,0.0
"Re: colorism, should black moms feel rejected if sons date/marry/prefer women w lighter skin than theirs?",1,0.0
"Most men believe that they're the ones always making the first move when it comes to approaching. Wrong. Women do this by sending non-verbal signals that she's interested, like eye contact.",1,0.0
"I don’t watch a lot of reality TV, but I am now watching a really popular show. My question is, how do you put up with the endless repeating of information? These people are just reiterating and having the same conversations over and over. Is this enjoyable?",1,0.0
I once got screamed at in 2012 by my boss for following an evacuation notice in the middle of hurricane season. He made me drive back through a tornado warning because there was a scheduled rally the next morning.,1,0.0
I’ve forgotten how to tell if pasta is done.,1,0.0
"Of what use is money when all you have is your health? HIV is no longer a death sentence, get treatment and be fine.",1,0.0
Kiss her in front of other girls that way she knows she's not a secret.,1,0.0
Some say the boyfriend always needs to hold the girl. Some boyfriends want the girl to hold them so they feel assured.,1,0.0
1/4 Am I the only tweet iatric ian that refers to the infants I saw in my FIRST year of practice as 'my babies?' My babies are turning 14 this year and it seems like yesterday I was cuddling them as newborns ©. I still walk into the room expecting that squishy little face.,1,0.0
2. Where do you see your life in the next 10-15 years Auntie Red Tweet Tea,1,0.0
"This is my favorite time of year: every Sunday, the boys come over, we order hot wings and watch ""Love Actually.""",1,0.0
Don't make the mistake of always liking other girls pictures and barely any of the one you're dating,1,0.0
Colorism is alive and well in the black comm'y. What's colorism really about?,1,0.0
