sentence,predicted,correct_label
"When your child has a public meltdown, the best thing you can do as a parent is look disgusted and pretend they're someone else's kid, because you don't need that kind of embarrassment in your life.",0,1
Women prefer wireless bras because they're comfortable and they can connect to the internet.,0,1
"""There's this baby, up in nursery. He's brand new. No one's neglected him or damaged him yet. How do we get from there to here?""",0,1
Naming a child is hard. Do you name him something creative or original and risk that ruining his life? Or give him a normal name and let it be ruined by emotional baggage later on,0,1
"Some people bring blessings wherever they go, others whenever they go",0,1
Alligators can live up to 100 years. Which is why there's an increased chance that they will see you later.,0,1
A deaf person with one arm technically has a speech impediment,0,1
"""Ex -boyfriends are just off limits to friends. I mean, that's just, like, the rules of feminism."" - Mean Girls",0,1
"Inspirational tweet: Don't spend too much time writing and reworking your tweets, because when you're done they're probably just going to suck anyway.",0,1
"When you start thinking too hard about whether the fruit flies came into your house with the fruit, or if they are hiding in your house waiting for the fruit.",0,1
I really love the way the earth rotates... It makes my day. rofl,0,1
"Karate Kid (1984, PG): An old Asian man tricks a bullied teenager into doing household chores for him. [126 minutes]",0,1
Alright Fortnite queers. We're all back to Level 1!!!!!!!!!,0,1
"Feel free to introduce your boyfriend to gay friends. If he truly loves you, none of them could 'snatch' him from u.",0,1
You know you're getting old when you start lying to yourself about how young you still look,0,1
Most quotes attributed to Mark Twain were actually said by someone else' - Mark Twain,0,1
"On January 9, 1493, Christopher Columbus saw three mermaids and said they were ""Not half as beautiful as they are painted."" They were manatees.",0,1
"When it comes to Arab countries, the US is like that damaged girl who dates bad boys, ""because I can change him.""",0,1
Sometimes I think Gen Z is okay. And then I see how many people support 6ix9ine. 🤢,0,1
What is your favorite performance experience?Auntie Red Tweet Tea,0,1
"If you leave a baby in a car in summer, with no water or ventilation, it could be dead in fifteen minutes. Leave the heater on as well, wait another thirty minutes and the meat just falls off the bone.",0,1
"The movie ""Moana"" was released as ""Oceania"" in Italy. Disney substituted the name because Moana is also a well-known Italian porn star.",0,1
You ever listen to someone talk but then realize you ain't really listening,0,1
"Hey guys just a polite reminder, if you promised to love your spouse 24/7. Today is 24/7 ",0,1
Statistics show that vegetarians live on average ten years longer than meat eaters. Ten long miserable years.,0,1
"I don't have unrealistic expectations for life, I just wish everything went right for me all the time, that's all.",0,1
Good morning to ace twitter only,0,1
If she's not ruining your life.....She's just not that into you.,0,1
Proud that I helped blind kids today. A total of 11 children lost their sight today!,0,1
Unvaccinated children are less likely to be autistic because they are more likely to be dead,0,1
It costs $6 to visit the grave of Karl Marx.,0,1
"Women are like North Korea. They say they will do something, but they don't follow through with it",0,1
Wow that Alabama Senate race is really redneck and neck,0,1
"Toast at a Wedding ""May you live as long as you want and not want for as long as you live."" That's an Irish toast. ""Cinnamon, eggs, bread, and maple syrup."" That's a French toast.",0,1
Caitlin Jenner just signed a deal with Marvel. She is going to be in the new Ex-Men film.,0,1
Betty White is older than sliced bread. The first sliced commercial bread loaves were produced in 1928; Betty White was born in 1922.,0,1
"Tired of losing arguments with people on the internet? I would highly recommend being self loathing. It's great - you get to insult yourself and you rarely have a comeback for it. And even if you do, you still win the argument. It's the best!",0,1
"If Bruce Wayne was Jewish, would he have had a bar mitzvah or a bat mitzvah?",0,1
And Boom...there u have it. Hope y'all enjoyed. Now I'm gonna kill the pizza company. Supernatura I SPN Family,0,1
Diamonds are a girl's best friend until you realize they turn you into a shallow ho,0,1
"""You know what? Guys should play ALL the parts. We could even wear dresses and kiss and stuff."" - Shakespeare's gay friend",0,1
"When you get married, you get to get to know someone intimately... especially how to annoy them.",0,1
"If you sing in the shower, and no one is around to hear it, is it still horrible?",0,1
I can't sleep so I better keep everyone awake. - babies,0,1
"Smile now, cause the worst is yet to come.",0,1
when she sends you text asking you if you are busy in the middle of the conversation it means that you are not paying attention,0,1
"A fire broke out at a Weight Watchers meeting last night. Members could be heard screaming, ""Walk for your lives!""",0,1
"Drink plenty of water. The most common cause of kidney stones is not drinking enough fluids, especially water. kidney water",0,1
"In 1990, Mr. Rogers sued the Ku Klux Klan for pretending to be him.",0,1
"The versatile gay actor wanted to be cast in both ""A Christmas Carol"" and ""A Midsummer Nights Dream"" So he could be both a Bottom and a Topper.",0,1
"Sometimes I feel like I don't deserve to be a parent. I mean, I'm a good person. How did this happen?",0,1
Queen Elizabeth II is the only person in Britain who can drive without a license because licenses are issued in the queen's name. She doesn't need to give herself one.,0,1
What are some ways that the community can organize to support aging queer elders? Auntie Red Tweet Tea,0,1
"According to Nintendo, Wario is not Mario's evil twin. They were actually childhood friends until Wario became jealous of Mario's good looks and advanced plumbing skills.",0,1
"Before you can get a license to kill, you have to get your learners license, which means you're only allowed to kill people when you're with someone who has a full license.",0,1
Shout-out to our moms that be coming in clutch as grandmas to help us out with the twins. Alsoâ y'all be driving us crazy!!! Lol Love you,0,1
Life cycle of the male sex drive Age 16-32 : Tri-weekly Ages 32-55: Try-weekly Over 55: Try-weakly,0,1
"Ladies, be sure to compliment yo manz on his gym gains. Even if he's got some ways to go, he will always look back and remember when you gassed him up",0,1
Racism is a subjective matter there are no black and white solutions,0,1
"The best assemble-yourself furniture comes with a few spare screws, spare bolts, and a pint of O-positive blood.",0,1
"A wise Chinese man once said, ""If a dog barks it's undercooked""",0,1
"In Indiana, a 94-year-old woman has worked at McDonald's for the past 44 years. And she's almost finished paying off her student loans.",0,1
"I'm so proud of my self, I decided I'm going to stop procrastinating and do something with my life! Starting tomorrow...",0,1
"Just because I tweeted about El Pollo Loco, they sent us a huge spread of free food. They are truly the Cadillac CT6 Platinum Trim (Black Exterior/Auburn Interior) of restaurant chains.",0,1
Misha Collins close ur robe...seriously. Family show. Come on!,0,1
"Without fail, Instagram’s “you’re all caught up!” reminder sends deep into a dark place.",0,1
"If you throw a ping pong ball in the air, no less than 45 Chinese people will materialize to catch it & start a tournament.",0,1
Happy Thanksgiving everyone. Let the gluttony begin. Go Cowboys,0,1
"When someone bumps into me in a crowded mall and says ""sorry"", I like to look them right in the eye and tell them ""I forgive you"".",0,1
"If you run in front of a car you'll get tired, but if you run behind the car you'll get exhausted",0,1
"Shout-out to all of you staying true to your diet throughout Thanksgiving weekend. I tried but the stuffing was too bomb  Anyways, Y'all the real MVP",0,1
"You have an active gay account on Twitter. Yet, you spit hate against fellow gay dudes in public...shame on you.",1,0
When in fact this is a condition doctors are calling “Chromatica sickness”.,1,0
Just learned there's people who don't clean their sinks regularly!!!,1,0
"24 Guys, it's simple. Treat your girl how you would want your dad to treat your mom.",1,0
"Can anyone help me find the movie ""Citizen: I'm not losing my mind, I'm giving it away""",1,0
I ordered my dream vintage Lakers tee and it says delivered yesterday but it is no where to be found. Does USPS ever mark a package as delivered before it's actually delivered?,1,0
i'm buying a sofa and the options are poly fill vs feather down...help me!,1,0
"The government had recently seized my pet jaguars (Bitey and The Claw) citing the Endangered Animals Protection Law. The only thing they were in danger of was getting too much kobe beef. I was furious, but, like a swordmaker, I used the fire to tame steel.",1,0
Bulls don't hate the color red; they're actually color-blind to it. Bulls become irritated by a cape's movement as a matador whips it around.,1,0
"The black church, the 1st stop for many in our community experiencing mental distress is under attack Who Is Burning Black Churches",1,0
Say it with me: The USPS is literally written into the Constitution.,1,0
I don’t know anything about mattresses. What’s a good soft one,1,0
On my way to the grocery store lol,1,0
17. Baileys son gets his middle name from which doctor?,1,0
"Try experimenting with lowering your voice when talking to her. Women love low, dark voices. Don't have a low voice? You can develop this.",1,0
Anybody catch that move with the purse? You can't teach that. Supernatura I,1,0
"Muslim woman, 19, wearing a hijab says Starbucks barista wrote 'ISIS' on her cup. She was so disgusted, she dropped her backpack and stormed out.",1,0
"Haha...ad libs, ad libs. Love when they leave those in the show.",1,0
"Wow, at first I thought this Dennis Quaid thing had to be a mistake and they were talking about Randy Quaid, but nope, I guess the whole family's a little funny.",1,0
Trying to cancel my 24hour fitness membership. I've been on hold to talk to someone for 30mins. How long do you think it will be till someone picks up?,1,0
We actually shot this episode at a lodge in the woods with bears everywhere. We had people stationed around the set with air horns. Haha.,1,0
It'd be crazy if the boys were born on my birthday. Anybody have kids born on their birthday ?,1,0
"Remember when we were little and we would accidentally bite a kid on the playground, our teachers would go ""say your sorry"" and we would...",1,0
"If you’re reading this, tell one of your friends that they’re pretty.",1,0
The worst possession is being obsessed with possessions.,1,0
The tragic foolishness of most of us men is thinking our treasure is between our legs when INDEED it is between our ears.,1,0
"Don't have an IDOL habit, but how could the USA vote Pia off? I may be done for the season! HANX",1,0
woman holding her infant son and watching her young daughter while smoking !!! ... Off Lamar and 10th WTF?!!!! Cigs and kids no Bueno,1,0
my financial literacy skills are abysmal. How do I know whether I want an LLC or an S-Corp?! SOMEONE HELP.,1,0
I remember checking Google stock like 5 years ago and it was around $500. Today it is $1488.,1,0
Work on your online dating profile MORE than the messages you send to women.,1,0
Name a movie that made you ball your eyes out! For me it was 'About Time'. That scene at the beach with his dad! ­,1,0
One of the best scenes you can do as an actor is crying against a locked door and then sliding down the door. It's called 'going door to floor' and they teach it at Juilliard.,1,0
What's so amazing about Love at first sight? It's when people have been looking at each other for years that it becomes remarkable.,1,0
unless you find a girl that is a gamer she really doe snot like the video games that you play for hours,1,0
"I played hockey and soccer when I was a kid. I was never very good at either, but I had fun playing with my friends. I never thought about playing baseball. It seemed way to slow for me.",1,0
There are literally no words for how vibrantly prismatic I find the technicolor hues of a rainbow.,1,0
"I have a solution to 99% of the racism, homophobia and gender issues in the world.. Let's just kill all the self righteous liberal leftie woke snowflakes. Then we can rationaly deal with injustice, get on with our lives, and all mind our own fucking business.",1,0
"I'm a surgeon I do the rescuing, you are not my night in shining whatever.",1,0
Stop tolerating unacceptable behavior. No girl wants to date a doormat.,1,0
"MY CHILDHOOD BULLY: Hey, Nate! How are you? ME: [riding a beautiful horse] I'm obviously doing pretty fucking good, Carly. *The alarm clock blares and yanks me back into reality. I lay in bed wondering how one is to distinguish between a reoccurring dream and a prophecy.*",1,0
Is anyone else having wildly vivid and fucked up dreams lately? Mine are so bizarre.,1,0
"I'm American and I hate it when people say that America is the most ignorant country in the world Personally, I think Europe is the most ignorant country in the world.",1,0
"Most shots show his robotic feet exiting the vehicle first, to keep the illusion that RoboCop wears the whole suit inside a car.",1,0
So who's coming with me to get some of this Chuck E Cheese pizza ?,1,0
I passed my written drivers test! My recipe for success was taking 20 back-to-back online tests and reading the entire California Driver Handbook slowly. grind yay,1,0
My girlfriend is dope af,1,0
Ston=strong obviously. Auto Correct Sucks,1,0
"Quick q: this not-very-famous loser is on Cameo, and was rude to me on Twitter, can I pay him to shoot an apology video to me?",1,0
I just want someone to play Super Mario Smash Bros. On Nintendo 64,1,0
People will give you acting notes like: 'Don't use your legs so much' and 'What are you doing with your legs?' Ignore it. Classic case of jealousy.,1,0
What if she originated the Meryl or the Goldie part in Death Becomes Her the musical....,1,0
"Just when I thought nothing good was going to happen this summer, Coca Cola comes out with new flavours of Coke Zero and saves the day.",1,0
Did anyone see blackish ABC Sink or Swim? Talked about Blacks ability to swim. Wanted to hear your opinion,1,0
You think millennials are messed up? Wait to see how the next generation turns out after they realize they've been peddled online by their parents for likes and views their entire childhood.,1,0
all girls want to be taken on a thought out date. a trip to the movies and some mcdonalds gets old,1,0
If she's a good woman treat her like a Queen.,1,0
Where do I find a gingerbread house in LA and have it sent to my house stat?!,1,0
The day the season finale airs I will be drinking a lot of tequila while eating chocolate and pizza! Oh and I'll be wiping my tears away!,1,0
"The term ""Wi-Fi"" doesn't actually stand for anything. It was made up to sound catchy.",1,0
"How do i watch money heist in Spanish? It’s coming in dubbed automatically and when I tried to fix it in settings on Apple TV, it didn’t do anything",1,0
I just cannot for the life of me understand tweeting about a 7 year old child's appearance,1,0
"A boy was born of an Indian, Chinese, Irish, and Italian grandmother... They couldn't settle on a name, until it hit them! They named him Ravi O. Lee ",0,1
Lonely and awkward people are waiting to talk to you on Twitter right now,0,1
This is an unbelievable statistic: 18% of all statistics are falsely inflated 106% of the time.,0,1
"U2 are one of Ireland's most successful bands. Or according to their tax returns, one of Netherlands' least successful hardware store owners.",0,1
*writes inspirational post about not letting the behaviour of others determine your happiness *gets upset when no one retweets it,0,1
I open my phone and read your text. The news is so horrific and heartbreaking I have no idea how to respond. I type 'my condolences' into the GIF search.,0,1
"When you want someone to get out of your way, establish dominance by saying 'ex-squeeze me'",0,1
Hv trouble accepting help/support? Feel bottled up inside and ready to blow? Suffering in silence? You're probably a classic Strong Black Woman,0,1
"My Jewish friend always had such a positive outlook on life, even as he suffered from such horrible constipation. As he'd always say, ... This two shall pass.",0,1
When you smoke marijuana on a boat it's called sea weed. Thanks for following and stay tuned for more of these great tweets.,0,1
"In 2015, a Singapore Airlines cargo plane had to make an emergency landing after its load of 2,000 farting sheep set off a fire alarm.",0,1
"After God created 24 hours of alternating darkness and light, one of the angels asked him, ""what are you going to do now?"" God said, ""I think I'm going to call it a day.""",0,1
"Today's recipe for increasing anxiety: Bach's Brandenburg Concertos P.G. Wodehouse's Mulliner Nights Susanna Clarke's Jonathan Strange and Mr Norrell Louis Armstrong's Hot 5 Listening to Amy Poehler read her memoir ""Yes, Please."" Not all at once obviously. That would be chaos.",0,1
"In 2011, Queen Elizabeth II agreed to act in a James Bond skit with Daniel Craig for the Olympics, breaking royal protocol. When asked if she wanted a speaking part, she replied, ""Of course I must say something. After all, he is coming to rescue me.""",0,1
take more than 5 minutes to respond to a text and she will think you are not paying attention to her,0,1
What wine pairs best with doing your taxes?,0,1
"Years from now, historians will look back on this period of American History and move to Canada.",0,1
Do the people of Denmark appreciate the fact that their nationality is also a delicious treat?,0,1
"Justice is best served cold. Because if it were served warm, it would be justwater.",0,1
There is nothing wrong with exploring one's sexuality--and that is my message to the California Highway Patrol.,0,1
There's nothing worse than people online who feel they can just command others to discuss a topic they bring up. Discuss.,0,1
"On a previous episode, a female listener left a voicemail and had something to say about the advice. Basically she says none of it's necessary and you'll do better if you ""just be yourself"". So you'll hear her voicemail and then my response to the worst dating advice ever given.",0,1
"One unintended consequence of unprotected sex is that sometimes, 6 years later, a small child is forced to learn the recorder.",0,1
Nothing beats a pretty girl with a beautiful singing voice except for Chris Brown,0,1
"WHEN SOMETHING BAD HAPPENS TO SOMEONE I LIKE: This universe is a cruel and random place. There is no cosmic justice. WHEN SOMETHING BAD HAPPENS TO SOMEONE I DON'T LIKE: Karma strikes again, baby!!!",0,1
A study conducted by a group of scientists shows that women that have more than 25% body fat live longer than the men who mention it to them,0,1
"Being an adult means eating what you want when you want. But it also means realizing you're not capable of making healthy choices, so you get a personal trainer to make a meal plan for you. But when he does you say 'No one is telling me what to eat. Screw that guy. I'm an adult'.",0,1
"Gay marriage will encourage people to be gay, in the same way that hanging around tall people will make you tall.",0,1
"""You know the difference between me and you? ... I make this look good"" - Men in Black",0,1
How do you navigate holidays like father's day in queer relationships where the bio dad isn't involved? Auntie Red Tweet Tea,0,1
"""He's not sleeping with you cause you're fat and ugly, so lose some weight and do your make up like this."" - Women's magazines, summarized.",0,1
"You never hear parents say they regret having kids, but you also never see them smile, laugh, or be happy either.",0,1
Met gayla.,0,1
"Your first instinct is gonna to be to spell ""leopard"" and ""deaf"" correctly. You're going to want to resist that.  Best band manager ever.",0,1
"Keep your friends close, keep your enemies closer, keep your stuffed animals closest.",0,1
People with gender dysphoria tend to be great businessmen. Every action they take is a trans-action.,0,1
Do you think that all this poverty in Africa is just Gods way of saying that he didn't mean to create black people?,0,1
"Sins are like viruses, it's better you keep them to yourself",0,1
My white hot take is that I love the Star Wars movies but I like the mandalorian more.,1,0
Ladies take him with you shopping and ask him to choose some outfits which he would like you to wear.,1,0
To people like JK Rowling I have a serious question. . . Where are all of these hypothetical bathroom attacks from trans women?,1,0
Def missed my connecting flight due to some delays. So I guess I'm spending the night in DC! I need a drank,1,0
People just oughta stop being so awful to each other.,1,0
"I don’t care how many times I see it, I will NEVER comprehend the fact that people have to use GoFundMe for medical bills in this country.",1,0
"Arizona: ""There will be people lining up for you."" Callie: ""You wanna give me some names?"" Arizona: ""I think you'll know.""",1,0
People of all pronouns are hot.,1,0
Imagine how lame drag and Drag Race would be without the contributions of trans performers.,1,0
"""The crazy party girl thing? That's crap. Every girl who climbs on a table thinks she's the hottest girl. But really she's dancing alone.""",1,0
if she's old enough to bleed she's old enough to have decisions about her healthcare be in the hands of old white men,1,0
Why does greys always have the best music....,1,0
I scroll through twitter endlessly looking for something good or entertaining the same way I used to channels on the old TV set top box.,1,0
Mental health Myth or Fact: People with mental health problems can snap out of it if they try hard enough? NMMHAM What r other MH myths?,1,0
I never realized how easy and undemanding having one child was until we added a second child.,1,0
"Re: colorism, should black moms feel rejected if sons date/marry/prefer women w lighter skin than theirs?",1,0
I once got screamed at in 2012 by my boss for following an evacuation notice in the middle of hurricane season. He made me drive back through a tornado warning because there was a scheduled rally the next morning.,1,0
I’ve forgotten how to tell if pasta is done.,1,0
"Of what use is money when all you have is your health? HIV is no longer a death sentence, get treatment and be fine.",1,0
"On my recent trip to wherever, I couldn't believe how great that thing was.",1,0
1/4 Am I the only tweet iatric ian that refers to the infants I saw in my FIRST year of practice as 'my babies?' My babies are turning 14 this year and it seems like yesterday I was cuddling them as newborns ©. I still walk into the room expecting that squishy little face.,1,0
Finishing up my new video 'Mexican parents watch MEXvsGER' .... after I get these subtitles done for my pochito supporters I will upload !!! ,1,0
"This is my favorite time of year: every Sunday, the boys come over, we order hot wings and watch ""Love Actually.""",1,0
